"ensembl_peptide_id_version"	"external_gene_name"
"5515"	"ENSXETP00000007337.2"	"pyy"
"5516"	"ENSXETP00000063852.1"	""
"5517"	"ENSXETP00000036370.3"	""
"5518"	"ENSXETP00000008489.2"	"rpl27a"
"5519"	"ENSXETP00000007328.3"	"slc25a20"
"5520"	"ENSXETP00000019274.3"	"SLC12A2"
"5521"	"ENSXETP00000036369.3"	""
"5522"	"ENSXETP00000036680.3"	"mccc1"
"5523"	"ENSXETP00000055974.2"	""
"5524"	"ENSXETP00000034714.3"	"rybp"
"5525"	"ENSXETP00000004083.3"	"rybp"
"5526"	"ENSXETP00000005448.3"	"csnk2a1"
"5527"	"ENSXETP00000058659.1"	""
"5528"	"ENSXETP00000060325.1"	""
"5529"	"ENSXETP00000063697.1"	""
"5530"	"ENSXETP00000055024.2"	""
"5531"	"ENSXETP00000008355.3"	"c3orf38"
"5532"	"ENSXETP00000016586.3"	"c3orf38"
"5533"	"ENSXETP00000045457.3"	""
"5534"	"ENSXETP00000020323.2"	"gpr85"
"5535"	"ENSXETP00000061022.1"	"THRSP"
"5536"	"ENSXETP00000064112.1"	""
"5537"	"ENSXETP00000045464.3"	""
"5538"	"ENSXETP00000055966.2"	""
"5539"	"ENSXETP00000062727.1"	""
"5540"	"ENSXETP00000050150.2"	""
"5541"	"ENSXETP00000007340.3"	"nags"
"5542"	"ENSXETP00000061519.1"	""
"5543"	"ENSXETP00000024837.2"	"bicdl2"
"5544"	"ENSXETP00000033759.3"	"furin"
"5545"	"ENSXETP00000035192.3"	"myh15"
"5546"	"ENSXETP00000060551.1"	""
"5547"	"ENSXETP00000060406.1"	""
"5548"	"ENSXETP00000062007.1"	"PPP1R3A"
"5549"	"ENSXETP00000001520.1"	"mtmr7"
"5550"	"ENSXETP00000060496.1"	""
"5551"	"ENSXETP00000050152.3"	"mrpl48"
"5552"	"ENSXETP00000058648.1"	""
"5553"	"ENSXETP00000012057.2"	"fancd2os"
"5554"	"ENSXETP00000008500.2"	""
"5555"	"ENSXETP00000059056.1"	""
"5556"	"ENSXETP00000052173.3"	"dpp10"
"5557"	"ENSXETP00000001378.2"	"dpp10"
"5558"	"ENSXETP00000062022.1"	""
"5559"	"ENSXETP00000055983.2"	""
"5560"	"ENSXETP00000059272.1"	""
"5561"	"ENSXETP00000045447.3"	"pld2"
"5562"	"ENSXETP00000016585.2"	""
"5563"	"ENSXETP00000063563.1"	""
"5564"	"ENSXETP00000012242.3"	""
"5565"	"ENSXETP00000022887.3"	"zfand1"
"5566"	"ENSXETP00000025917.3"	"foxp2"
"5567"	"ENSXETP00000025306.3"	"foxp2"
"5568"	"ENSXETP00000012056.2"	"emc3"
"5569"	"ENSXETP00000001920.3"	"shq1"
"5570"	"ENSXETP00000058621.1"	"tpgs2"
"5571"	"ENSXETP00000004577.2"	"tpgs2"
"5572"	"ENSXETP00000015090.3"	"rhoc"
"5573"	"ENSXETP00000055946.1"	""
"5574"	"ENSXETP00000007341.2"	"tmem101"
"5575"	"ENSXETP00000059341.1"	""
"5576"	"ENSXETP00000061359.1"	""
"5577"	"ENSXETP00000048825.3"	"btbd6"
"5578"	"ENSXETP00000002795.3"	"spopl"
"5579"	"ENSXETP00000055942.2"	""
"5580"	"ENSXETP00000055941.2"	""
"5581"	"ENSXETP00000050186.3"	"rab6a"
"5582"	"ENSXETP00000050153.1"	"rab6a"
"5583"	"ENSXETP00000063051.1"	""
"5584"	"ENSXETP00000042179.3"	""
"5585"	"ENSXETP00000058690.1"	""
"5586"	"ENSXETP00000059638.1"	""
"5587"	"ENSXETP00000064102.1"	""
"5588"	"ENSXETP00000036350.2"	""
"5589"	"ENSXETP00000063272.1"	"aqp7"
"5590"	"ENSXETP00000004578.2"	"aqp7"
"5591"	"ENSXETP00000022889.3"	"chmp4c"
"5592"	"ENSXETP00000063383.1"	""
"5593"	"ENSXETP00000059927.1"	""
"5594"	"ENSXETP00000006513.3"	"acadm"
"5595"	"ENSXETP00000007343.3"	"ccdc43"
"5596"	"ENSXETP00000063210.1"	""
"5597"	"ENSXETP00000061874.1"	"sec61a1"
"5598"	"ENSXETP00000053271.2"	"sec61a1"
"5599"	"ENSXETP00000042176.3"	"zp3"
"5600"	"ENSXETP00000024839.3"	"thoc6"
"5601"	"ENSXETP00000063477.1"	"ppm1j"
"5602"	"ENSXETP00000037500.3"	"ppm1j"
"5603"	"ENSXETP00000045444.3"	""
"5604"	"ENSXETP00000034744.2"	"gxylt2"
"5605"	"ENSXETP00000011578.3"	""
"5606"	"ENSXETP00000045440.2"	"gstp1"
"5607"	"ENSXETP00000048811.2"	"hspa2"
"5608"	"ENSXETP00000043513.3"	"epha3"
"5609"	""	"adrb2"
"5610"	"ENSXETP00000009980.3"	"cdx4"
"5611"	"ENSXETP00000048766.3"	"zbtb25"
"5612"	"ENSXETP00000058978.1"	""
"5613"	"ENSXETP00000055345.2"	"ift57"
"5614"	"ENSXETP00000062705.1"	"SH3TC2"
"5615"	"ENSXETP00000044198.3"	""
"5616"	"ENSXETP00000048761.2"	"mthfd1"
"5617"	"ENSXETP00000061551.1"	"vps37a"
"5618"	"ENSXETP00000001544.2"	"vps37a"
"5619"	"ENSXETP00000032543.2"	"hnmt"
"5620"	"ENSXETP00000004583.2"	"aqp3"
"5621"	"ENSXETP00000033762.3"	"rpl37a"
"5622"	"ENSXETP00000061453.1"	""
"5623"	"ENSXETP00000034749.3"	"ppp4r2"
"5624"	"ENSXETP00000062639.1"	"ppp4r2"
"5625"	"ENSXETP00000022890.3"	"snx16"
"5626"	"ENSXETP00000062048.1"	""
"5627"	"ENSXETP00000007344.3"	"dbf4b"
"5628"	"ENSXETP00000033764.3"	"mfap1"
"5629"	"ENSXETP00000058776.1"	""
"5630"	"ENSXETP00000059729.1"	""
"5631"	"ENSXETP00000062050.1"	""
"5632"	"ENSXETP00000045460.2"	""
"5633"	"ENSXETP00000041658.3"	""
"5634"	"ENSXETP00000055933.2"	"or6f1"
"5635"	"ENSXETP00000059848.1"	"srrm2"
"5636"	"ENSXETP00000024844.3"	"srrm2"
"5637"	"ENSXETP00000062894.1"	"ARHGEF9"
"5638"	"ENSXETP00000060199.1"	""
"5639"	"ENSXETP00000042099.3"	"znhit1"
"5640"	"ENSXETP00000007348.3"	"adam11"
"5641"	"ENSXETP00000007350.3"	"adam11"
"5642"	"ENSXETP00000059394.1"	"AMER1"
"5643"	"ENSXETP00000006527.3"	"slc44a5"
"5644"	"ENSXETP00000004588.3"	"nol6"
"5645"	"ENSXETP00000054472.2"	"asb12"
"5646"	"ENSXETP00000002418.3"	""
"5647"	"ENSXETP00000032551.3"	"thsd7b"
"5648"	"ENSXETP00000060954.1"	"asb12.2"
"5649"	"ENSXETP00000054470.1"	"asb12.2"
"5650"	"ENSXETP00000025308.3"	"mdfic"
"5651"	"ENSXETP00000059084.1"	"ABLIM3"
"5652"	"ENSXETP00000063972.1"	""
"5653"	"ENSXETP00000042096.3"	"slc36a1"
"5654"	"ENSXETP00000059371.1"	""
"5655"	"ENSXETP00000003338.2"	"spata5"
"5656"	"ENSXETP00000033788.3"	"hypk"
"5657"	"ENSXETP00000008474.3"	"foxred1"
"5658"	"ENSXETP00000001564.3"	"cnot7"
"5659"	"ENSXETP00000053791.2"	"atic"
"5660"	"ENSXETP00000059557.1"	"atic"
"5661"	"ENSXETP00000062560.1"	"PIGN"
"5662"	"ENSXETP00000013210.3"	""
"5663"	"ENSXETP00000045429.2"	""
"5664"	"ENSXETP00000060592.1"	"ube2r2"
"5665"	"ENSXETP00000004592.2"	"ube2r2"
"5666"	"ENSXETP00000058521.1"	"KBTBD12"
"5667"	"ENSXETP00000037493.3"	"slc16a1"
"5668"	"ENSXETP00000042178.3"	"XB-GENE-5888886"
"5669"	"ENSXETP00000003343.3"	"nudt6"
"5670"	"ENSXETP00000063331.1"	"SERINC4"
"5671"	"ENSXETP00000004414.3"	"mgll"
"5672"	"ENSXETP00000036002.3"	"fam189a1"
"5673"	"ENSXETP00000053265.2"	"fam189a1"
"5674"	"ENSXETP00000031075.1"	"ftsj1"
"5675"	"ENSXETP00000044224.3"	""
"5676"	"ENSXETP00000024847.3"	"mmp25"
"5677"	"ENSXETP00000035188.3"	"hhla2"
"5678"	"ENSXETP00000061365.1"	"hhla2"
"5679"	"ENSXETP00000021175.3"	""
"5680"	"ENSXETP00000036663.5"	"atp11b"
"5681"	"ENSXETP00000059028.1"	"KYNU"
"5682"	"ENSXETP00000032559.3"	"cxcr4"
"5683"	"ENSXETP00000055923.2"	"gm2a"
"5684"	"ENSXETP00000003347.3"	"fgf2"
"5685"	"ENSXETP00000062555.1"	"fgf2"
"5686"	"ENSXETP00000044226.3"	"cdh11"
"5687"	"ENSXETP00000053730.1"	"dars"
"5688"	"ENSXETP00000060489.1"	"dars"
"5689"	"ENSXETP00000008508.2"	"srpra"
"5690"	"ENSXETP00000063112.1"	""
"5691"	"ENSXETP00000006533.2"	"lhx8"
"5692"	"ENSXETP00000015201.3"	""
"5693"	"ENSXETP00000062240.1"	""
"5694"	"ENSXETP00000034680.2"	"slc38a7"
"5695"	"ENSXETP00000060432.1"	"MGC146454"
"5696"	"ENSXETP00000035184.3"	"BBX"
"5697"	"ENSXETP00000033789.3"	"adamtsl5"
"5698"	"ENSXETP00000001532.3"	"zdhhc2"
"5699"	"ENSXETP00000052971.2"	""
"5700"	"ENSXETP00000061986.1"	""
"5701"	"ENSXETP00000042070.3"	"ccdc69"
"5702"	"ENSXETP00000028917.3"	"lrig2"
"5703"	"ENSXETP00000003353.2"	"cetn4"
"5704"	"ENSXETP00000035994.3"	"apba2"
"5705"	"ENSXETP00000004606.3"	""
"5706"	"ENSXETP00000027961.2"	""
"5707"	"ENSXETP00000010898.2"	"chmp5"
"5708"	"ENSXETP00000019816.3"	"celf1"
"5709"	"ENSXETP00000004410.2"	"abtb1"
"5710"	"ENSXETP00000052078.3"	"kiaa1468"
"5711"	"ENSXETP00000052079.2"	"kiaa1468"
"5712"	"ENSXETP00000015203.3"	"casp2"
"5713"	"ENSXETP00000054469.2"	"shisa1.2"
"5714"	"ENSXETP00000033790.3"	"rasef"
"5715"	"ENSXETP00000061825.1"	""
"5716"	"ENSXETP00000007281.3"	""
"5717"	"ENSXETP00000063620.1"	"il21"
"5718"	"ENSXETP00000042042.3"	"gemin5"
"5719"	"ENSXETP00000038578.3"	"shisa1.1"
"5720"	"ENSXETP00000007285.3"	""
"5721"	"ENSXETP00000029624.3"	""
"5722"	"ENSXETP00000034675.2"	"got2"
"5723"	"ENSXETP00000035178.3"	"CBLB"
"5724"	"ENSXETP00000060921.1"	"CBLB"
"5725"	"ENSXETP00000061204.1"	"CBLB"
"5726"	"ENSXETP00000059113.1"	""
"5727"	"ENSXETP00000038584.3"	"zc4h2"
"5728"	"ENSXETP00000007282.3"	""
"5729"	"ENSXETP00000031148.3"	"avpr2"
"5730"	"ENSXETP00000003357.2"	"adad1"
"5731"	"ENSXETP00000003358.3"	"adad1"
"5732"	"ENSXETP00000028891.3"	"magi3"
"5733"	"ENSXETP00000028895.4"	"magi3"
"5734"	"ENSXETP00000015206.3"	""
"5735"	"ENSXETP00000031163.2"	"opn1lw"
"5736"	"ENSXETP00000008516.3"	"fam118b"
"5737"	"ENSXETP00000053261.2"	"mcee"
"5738"	"ENSXETP00000006540.2"	"tyw3"
"5739"	"ENSXETP00000063648.1"	"alcam"
"5740"	"ENSXETP00000035169.1"	"alcam"
"5741"	"ENSXETP00000062410.1"	""
"5742"	"ENSXETP00000035981.4"	"mphosph10"
"5743"	"ENSXETP00000035982.3"	"mphosph10"
"5744"	"ENSXETP00000007354.3"	"higd1b"
"5745"	"ENSXETP00000023818.2"	"fn1"
"5746"	"ENSXETP00000063110.1"	"fn1"
"5747"	"ENSXETP00000063750.1"	"AFAP1L1"
"5748"	"ENSXETP00000019823.3"	"rapsn"
"5749"	"ENSXETP00000007369.3"	"eftud2"
"5750"	"ENSXETP00000062381.1"	"pzp"
"5751"	"ENSXETP00000058826.1"	"pzp"
"5752"	"ENSXETP00000038587.3"	"zc3h12b"
"5753"	"ENSXETP00000060521.1"	"mcm2"
"5754"	"ENSXETP00000004403.3"	"mcm2"
"5755"	"ENSXETP00000008522.2"	"nxpe1"
"5756"	"ENSXETP00000034630.3"	"HYDIN"
"5757"	"ENSXETP00000060800.1"	"rab23"
"5758"	"ENSXETP00000009674.2"	"rab23"
"5759"	"ENSXETP00000036651.3"	"dcun1d1"
"5760"	"ENSXETP00000031239.3"	""
"5761"	"ENSXETP00000062989.1"	""
"5762"	"ENSXETP00000031174.1"	""
"5763"	"ENSXETP00000057524.1"	""
"5764"	"ENSXETP00000006542.3"	"cryz"
"5765"	"ENSXETP00000062150.1"	"las1l"
"5766"	"ENSXETP00000063865.1"	"las1l"
"5767"	"ENSXETP00000043268.3"	"cdh5"
"5768"	"ENSXETP00000057519.2"	"ell3"
"5769"	"ENSXETP00000019821.3"	""
"5770"	"ENSXETP00000058438.1"	"SMPD1"
"5771"	"ENSXETP00000042033.3"	"mrpl22"
"5772"	"ENSXETP00000058416.1"	"grpel2"
"5773"	"ENSXETP00000045004.3"	"grpel2"
"5774"	"ENSXETP00000003337.2"	"mecp2"
"5775"	"ENSXETP00000031178.2"	"mecp2"
"5776"	"ENSXETP00000009675.3"	"prim2"
"5777"	"ENSXETP00000053257.2"	"fan1"
"5778"	"ENSXETP00000035978.3"	"fan1"
"5779"	"ENSXETP00000060872.1"	"fan1"
"5780"	"ENSXETP00000058038.1"	"csnk2b"
"5781"	"ENSXETP00000056276.2"	"tspan8"
"5782"	"ENSXETP00000059317.1"	""
"5783"	"ENSXETP00000031192.3"	"irak1"
"5784"	"ENSXETP00000061218.1"	"irak1"
"5785"	"ENSXETP00000061099.1"	"irak1"
"5786"	"ENSXETP00000062271.1"	"pdia3"
"5787"	"ENSXETP00000010101.2"	"pdia3"
"5788"	"ENSXETP00000014884.3"	"havcr1"
"5789"	"ENSXETP00000062997.1"	""
"5790"	"ENSXETP00000042154.3"	"fxr1"
"5791"	"ENSXETP00000042145.2"	"fxr1"
"5792"	"ENSXETP00000059210.1"	"PCYOX1L"
"5793"	"ENSXETP00000024851.3"	"ptprr"
"5794"	"ENSXETP00000006543.3"	"erich3"
"5795"	"ENSXETP00000053913.2"	"erich3"
"5796"	"ENSXETP00000016199.3"	"c1galt1c1"
"5797"	"ENSXETP00000050960.3"	"cald1"
"5798"	"ENSXETP00000055902.1"	"cald1"
"5799"	"ENSXETP00000001109.3"	""
"5800"	"ENSXETP00000063178.1"	""
"5801"	"ENSXETP00000032564.2"	"mcm6.2"
"5802"	"ENSXETP00000009702.2"	"mcts1"
"5803"	"ENSXETP00000051929.3"	"abhd16a"
"5804"	"ENSXETP00000035977.3"	"mtmr10"
"5805"	"ENSXETP00000009705.2"	"cul4b"
"5806"	"ENSXETP00000004168.3"	"cul4b"
"5807"	"ENSXETP00000034602.3"	"vac14"
"5808"	"ENSXETP00000059349.1"	"vac14"
"5809"	"ENSXETP00000045037.3"	"il17b"
"5810"	"ENSXETP00000000007.3"	""
"5811"	"ENSXETP00000060323.1"	"phtf1"
"5812"	"ENSXETP00000062665.1"	"phtf1"
"5813"	"ENSXETP00000015257.2"	"zpld1"
"5814"	"ENSXETP00000019833.2"	"far1"
"5815"	"ENSXETP00000019831.3"	"far1"
"5816"	"ENSXETP00000058372.1"	"zcchc2"
"5817"	"ENSXETP00000062093.1"	"zcchc2"
"5818"	"ENSXETP00000051997.3"	"tnni3k"
"5819"	"ENSXETP00000060020.1"	""
"5820"	"ENSXETP00000063492.1"	"csnk1a1"
"5821"	"ENSXETP00000045038.3"	"csnk1a1"
"5822"	"ENSXETP00000031201.3"	"hcfc1"
"5823"	"ENSXETP00000055019.2"	"dcaf12"
"5824"	"ENSXETP00000004401.3"	"tpra1"
"5825"	"ENSXETP00000004402.3"	"tpra1"
"5826"	"ENSXETP00000009677.3"	"khdrbs2"
"5827"	"ENSXETP00000009676.3"	"khdrbs2"
"5828"	"ENSXETP00000059393.1"	"khdrbs2"
"5829"	"ENSXETP00000050952.3"	"bpgm"
"5830"	"ENSXETP00000054662.2"	"smpd2"
"5831"	"ENSXETP00000000897.3"	"smpd2"
"5832"	"ENSXETP00000015253.2"	"nfkbiz"
"5833"	"ENSXETP00000050950.2"	"tnni1.2"
"5834"	"ENSXETP00000010103.3"	"slc39a1"
"5835"	"ENSXETP00000004612.3"	"ubap1"
"5836"	"ENSXETP00000016610.3"	""
"5837"	"ENSXETP00000000899.3"	"tulp1"
"5838"	"ENSXETP00000024858.2"	"ptprb"
"5839"	"ENSXETP00000061583.1"	""
"5840"	"ENSXETP00000058574.1"	"CTXN3"
"5841"	"ENSXETP00000045043.3"	"ppp2r2b"
"5842"	"ENSXETP00000061903.1"	"ppp2r2b"
"5843"	"ENSXETP00000009678.3"	""
"5844"	"ENSXETP00000058783.1"	"prrc1"
"5845"	"ENSXETP00000057174.2"	"prrc1"
"5846"	"ENSXETP00000004396.3"	"tmprss15"
"5847"	"ENSXETP00000064091.1"	"PHLPP1"
"5848"	"ENSXETP00000060977.1"	"XB-GENE-5919586"
"5849"	"ENSXETP00000031227.2"	"XB-GENE-5919586"
"5850"	"ENSXETP00000052008.3"	"negr1"
"5851"	"ENSXETP00000052007.3"	"negr1"
"5852"	"ENSXETP00000062838.1"	"clps"
"5853"	"ENSXETP00000015254.2"	""
"5854"	"ENSXETP00000004524.2"	"pros1"
"5855"	"ENSXETP00000043485.3"	"pros1"
"5856"	"ENSXETP00000062849.1"	"srpk1"
"5857"	"ENSXETP00000000907.3"	"srpk1"
"5858"	"ENSXETP00000004614.2"	"nudt2"
"5859"	"ENSXETP00000050947.3"	"cd9"
"5860"	"ENSXETP00000009680.3"	"lgsn"
"5861"	"ENSXETP00000035969.2"	"trpm1"
"5862"	"ENSXETP00000015250.3"	"nxpe3"
"5863"	"ENSXETP00000059967.1"	""
"5864"	"ENSXETP00000062308.1"	"ptp4a1"
"5865"	"ENSXETP00000009681.3"	"ptp4a1"
"5866"	"ENSXETP00000019838.2"	"ovch2"
"5867"	"ENSXETP00000041864.3"	"lct.1"
"5868"	"ENSXETP00000004133.3"	"il11ra"
"5869"	"ENSXETP00000004644.3"	"il11ra"
"5870"	"ENSXETP00000017653.2"	"rpl24"
"5871"	"ENSXETP00000052020.3"	"zranb2"
"5872"	"ENSXETP00000052023.3"	"zranb2"
"5873"	"ENSXETP00000020133.3"	"cep97"
"5874"	"ENSXETP00000057514.2"	"ckmt1b"
"5875"	"ENSXETP00000058407.1"	""
"5876"	"ENSXETP00000060830.1"	""
"5877"	"ENSXETP00000028876.3"	"rsbn1"
"5878"	"ENSXETP00000061806.1"	"rsbn1"
"5879"	"ENSXETP00000059655.1"	"rsbn1"
"5880"	"ENSXETP00000009709.4"	"lamp2"
"5881"	"ENSXETP00000009710.3"	"lamp2"
"5882"	"ENSXETP00000054430.2"	"slc31a2"
"5883"	"ENSXETP00000019844.2"	"cyb5r2"
"5884"	"ENSXETP00000063197.1"	""
"5885"	"ENSXETP00000061866.1"	"fam129b"
"5886"	"ENSXETP00000031228.3"	"fam129b"
"5887"	"ENSXETP00000059158.1"	"ccdc39"
"5888"	"ENSXETP00000042111.3"	"ccdc39"
"5889"	"ENSXETP00000024540.2"	"tk2"
"5890"	"ENSXETP00000004384.2"	"chodl"
"5891"	"ENSXETP00000057499.2"	"cox4i2"
"5892"	"ENSXETP00000056742.2"	"phf3"
"5893"	"ENSXETP00000034579.3"	"megf10"
"5894"	"ENSXETP00000034591.3"	"mtss1l"
"5895"	"ENSXETP00000028873.3"	"ptpn22"
"5896"	"ENSXETP00000052056.2"	"bcl2"
"5897"	"ENSXETP00000004380.2"	"c21orf91"
"5898"	"ENSXETP00000024864.2"	"kcnmb4"
"5899"	"ENSXETP00000020134.3"	"rcc1l"
"5900"	"ENSXETP00000062443.1"	"kdsr"
"5901"	"ENSXETP00000052055.2"	"kdsr"
"5902"	"ENSXETP00000032635.4"	"tmbim1"
"5903"	"ENSXETP00000032620.3"	"tmbim1"
"5904"	"ENSXETP00000024431.2"	"ptger3"
"5905"	"ENSXETP00000061250.1"	"ppip5k1"
"5906"	"ENSXETP00000010123.3"	"ppip5k1"
"5907"	"ENSXETP00000061319.1"	"cnot2"
"5908"	"ENSXETP00000061998.1"	"cnot2"
"5909"	"ENSXETP00000061779.1"	"cnot2"
"5910"	"ENSXETP00000024867.3"	"cnot2"
"5911"	"ENSXETP00000046873.3"	"ap4b1"
"5912"	"ENSXETP00000051931.3"	"msh5"
"5913"	"ENSXETP00000004376.2"	"cpox"
"5914"	"ENSXETP00000028864.3"	"dclre1b"
"5915"	"ENSXETP00000050938.3"	"vwf"
"5916"	"ENSXETP00000009683.2"	"u2af1"
"5917"	"ENSXETP00000058443.1"	""
"5918"	"ENSXETP00000009712.2"	"atp1b4"
"5919"	"ENSXETP00000047070.3"	"ralgps1"
"5920"	"ENSXETP00000049117.3"	"arc3"
"5921"	"ENSXETP00000037289.3"	"arc3"
"5922"	"ENSXETP00000001580.3"	""
"5923"	"ENSXETP00000024542.3"	"cmtm3"
"5924"	"ENSXETP00000000012.2"	"znf37a"
"5925"	"ENSXETP00000063489.1"	"dhx33"
"5926"	"ENSXETP00000020150.3"	"dhx33"
"5927"	"ENSXETP00000039264.3"	""
"5928"	"ENSXETP00000061897.1"	"c21orf33"
"5929"	"ENSXETP00000009685.3"	"c21orf33"
"5930"	"ENSXETP00000019842.3"	""
"5931"	"ENSXETP00000062476.1"	"SF3B3"
"5932"	"ENSXETP00000004373.2"	"gabrr3"
"5933"	"ENSXETP00000063849.1"	"ppfibp2"
"5934"	"ENSXETP00000019847.3"	"ppfibp2"
"5935"	"ENSXETP00000024871.2"	"myrfl"
"5936"	"ENSXETP00000058527.1"	"arl13b"
"5937"	"ENSXETP00000059416.1"	"arl13b"
"5938"	"ENSXETP00000042107.3"	"ttc14"
"5939"	"ENSXETP00000001412.3"	"vps4b"
"5940"	"ENSXETP00000063236.1"	"vps4b"
"5941"	"ENSXETP00000063564.1"	"MAP1A"
"5942"	"ENSXETP00000024545.2"	"cmtm4"
"5943"	"ENSXETP00000047047.3"	"angptl2"
"5944"	"ENSXETP00000000926.3"	"mapk14"
"5945"	"ENSXETP00000037294.3"	"arc2"
"5946"	"ENSXETP00000020156.3"	"derl2"
"5947"	"ENSXETP00000007378.3"	"ccdc103"
"5948"	"ENSXETP00000000014.3"	"art1"
"5949"	"ENSXETP00000009717.3"	"tmem255a"
"5950"	"ENSXETP00000024554.3"	"dync1li2"
"5951"	"ENSXETP00000051545.2"	"aicda"
"5952"	"ENSXETP00000031229.3"	"stxbp1"
"5953"	"ENSXETP00000063539.1"	"stxbp1"
"5954"	"ENSXETP00000061889.1"	"TP53BP1"
"5955"	"ENSXETP00000004370.3"	"mina"
"5956"	"ENSXETP00000032643.3"	"pnkd"
"5957"	"ENSXETP00000035944.3"	"klf13"
"5958"	"ENSXETP00000051525.3"	"slc2a3"
"5959"	"ENSXETP00000025706.3"	"adgrb3"
"5960"	"ENSXETP00000020162.3"	"mis12"
"5961"	"ENSXETP00000051932.2"	"clic1"
"5962"	"ENSXETP00000060202.1"	"clic1"
"5963"	"ENSXETP00000019813.3"	"rab3ip"
"5964"	"ENSXETP00000061842.1"	"rab3ip"
"5965"	"ENSXETP00000006914.3"	"c1ql1"
"5966"	"ENSXETP00000058634.1"	""
"5967"	"ENSXETP00000043100.4"	"gatad2b"
"5968"	"ENSXETP00000062320.1"	"CAMKK1"
"5969"	"ENSXETP00000058872.1"	"c4bpa"
"5970"	"ENSXETP00000053750.2"	"c4bpa"
"5971"	"ENSXETP00000043481.3"	"stx19"
"5972"	"ENSXETP00000058718.1"	"dcakd"
"5973"	"ENSXETP00000006917.3"	"dcakd"
"5974"	"ENSXETP00000009738.3"	""
"5975"	"ENSXETP00000011218.3"	"march3"
"5976"	"ENSXETP00000043478.3"	"nsun3"
"5977"	"ENSXETP00000017960.2"	"sgpl1"
"5978"	"ENSXETP00000011130.3"	"ipmk"
"5979"	"ENSXETP00000038203.3"	"epha6"
"5980"	"ENSXETP00000032645.3"	"catip"
"5981"	"ENSXETP00000010219.3"	"tubgcp4"
"5982"	"ENSXETP00000062737.1"	"PSMD11"
"5983"	"ENSXETP00000043050.3"	"cisd1"
"5984"	"ENSXETP00000011131.2"	"cisd1"
"5985"	"ENSXETP00000009740.3"	"acod1"
"5986"	"ENSXETP00000053728.1"	""
"5987"	"ENSXETP00000002375.3"	""
"5988"	"ENSXETP00000011292.3"	"lmnb1"
"5989"	"ENSXETP00000063780.1"	"lmnb1"
"5990"	"ENSXETP00000059377.1"	"P2RX1"
"5991"	"ENSXETP00000007029.3"	""
"5992"	"ENSXETP00000046119.3"	"ube2d1"
"5993"	"ENSXETP00000000931.3"	"zc3h11a"
"5994"	"ENSXETP00000059918.1"	"zc3h11a"
"5995"	"ENSXETP00000032694.3"	"slc11a1"
"5996"	"ENSXETP00000034557.3"	"cog4"
"5997"	"ENSXETP00000034554.3"	"cog4"
"5998"	"ENSXETP00000009744.3"	""
"5999"	"ENSXETP00000001409.3"	""
"6000"	"ENSXETP00000051537.2"	""
"6001"	"ENSXETP00000051536.2"	""
"6002"	"ENSXETP00000051541.3"	""
"6003"	"ENSXETP00000059448.1"	""
"6004"	"ENSXETP00000061385.1"	""
"6005"	"ENSXETP00000051933.3"	"ddah2"
"6006"	"ENSXETP00000017961.2"	"pcbd1"
"6007"	"ENSXETP00000056779.2"	""
"6008"	"ENSXETP00000059542.1"	"TERB1"
"6009"	"ENSXETP00000009752.1"	""
"6010"	"ENSXETP00000000935.3"	"atp2b2"
"6011"	"ENSXETP00000009754.2"	""
"6012"	"ENSXETP00000059246.1"	""
"6013"	"ENSXETP00000060483.1"	""
"6014"	"ENSXETP00000024562.3"	"nae1"
"6015"	"ENSXETP00000002984.3"	"best3"
"6016"	"ENSXETP00000009755.2"	"XB-GENE-5791624"
"6017"	"ENSXETP00000060362.1"	""
"6018"	"ENSXETP00000013480.3"	""
"6019"	"ENSXETP00000037295.3"	""
"6020"	"ENSXETP00000002395.2"	""
"6021"	"ENSXETP00000006960.1"	"myo1d"
"6022"	"ENSXETP00000059214.1"	""
"6023"	"ENSXETP00000055816.2"	"arl6"
"6024"	"ENSXETP00000060928.1"	"atp2a3"
"6025"	"ENSXETP00000007027.3"	""
"6026"	"ENSXETP00000062645.1"	"lmbrd1"
"6027"	"ENSXETP00000025716.4"	"lmbrd1"
"6028"	"ENSXETP00000002408.3"	""
"6029"	"ENSXETP00000012858.2"	"rflna"
"6030"	"ENSXETP00000037288.3"	"pfkfb2"
"6031"	"ENSXETP00000019849.3"	"olfml1"
"6032"	"ENSXETP00000051937.3"	"vars"
"6033"	"ENSXETP00000002571.3"	"ncor2"
"6034"	"ENSXETP00000011133.3"	"tfam"
"6035"	"ENSXETP00000018596.3"	"ano2"
"6036"	"ENSXETP00000002405.3"	""
"6037"	"ENSXETP00000057493.2"	"serpinb5"
"6038"	"ENSXETP00000061332.1"	"SYT9"
"6039"	"ENSXETP00000002414.3"	""
"6040"	"ENSXETP00000060112.1"	"MGC145330"
"6041"	"ENSXETP00000053787.1"	"mreg"
"6042"	"ENSXETP00000019866.3"	"spon1"
"6043"	"ENSXETP00000009759.2"	""
"6044"	"ENSXETP00000003012.2"	""
"6045"	"ENSXETP00000011296.2"	"phax"
"6046"	"ENSXETP00000060708.1"	""
"6047"	"ENSXETP00000028887.3"	"foxj2"
"6048"	"ENSXETP00000002788.3"	"iqgap1"
"6049"	"ENSXETP00000060476.1"	""
"6050"	"ENSXETP00000011134.3"	"bicc1"
"6051"	"ENSXETP00000011316.3"	"aldh7a1"
