"ensembl_peptide_id_version"	"external_gene_name"
"19848"	"ENSXETP00000048960.3"	"rbm23"
"19849"	"ENSXETP00000054464.2"	"leprot"
"19850"	"ENSXETP00000000236.3"	"slc2a12"
"19851"	"ENSXETP00000008231.3"	"tfip11"
"19852"	"ENSXETP00000049737.3"	"XB-GENE-1000830"
"19853"	"ENSXETP00000038951.2"	"tmprss11f"
"19854"	"ENSXETP00000061702.1"	""
"19855"	"ENSXETP00000014533.3"	"ncald"
"19856"	"ENSXETP00000000222.3"	"tbpl1"
"19857"	"ENSXETP00000026824.3"	"acads"
"19858"	"ENSXETP00000050888.3"	""
"19859"	"ENSXETP00000043981.3"	"lepr"
"19860"	"ENSXETP00000054461.2"	"lepr"
"19861"	"ENSXETP00000009323.3"	"mettl15"
"19862"	"ENSXETP00000038938.3"	"ythdc1"
"19863"	"ENSXETP00000054717.2"	"ythdc1"
"19864"	"ENSXETP00000036611.3"	"polb"
"19865"	"ENSXETP00000013796.3"	""
"19866"	"ENSXETP00000013798.3"	""
"19867"	"ENSXETP00000007652.3"	"bcl2l11"
"19868"	"ENSXETP00000005831.3"	"tldc2"
"19869"	"ENSXETP00000063529.1"	""
"19870"	"ENSXETP00000039559.3"	"kcna4"
"19871"	"ENSXETP00000006568.3"	"dstn"
"19872"	"ENSXETP00000008905.3"	"rrm2b"
"19873"	"ENSXETP00000042775.3"	"fhl1"
"19874"	"ENSXETP00000006567.3"	""
"19875"	"ENSXETP00000005834.3"	"soga1"
"19876"	"ENSXETP00000063100.1"	""
"19877"	"ENSXETP00000039557.1"	"fshb"
"19878"	"ENSXETP00000049612.3"	"isyna1"
"19879"	"ENSXETP00000060288.1"	"scg5"
"19880"	"ENSXETP00000039245.3"	"scg5"
"19881"	"ENSXETP00000056720.2"	""
"19882"	"ENSXETP00000006429.2"	""
"19883"	"ENSXETP00000053357.2"	"rhbdd3"
"19884"	"ENSXETP00000048969.3"	"prmt5"
"19885"	"ENSXETP00000045490.3"	"spon2"
"19886"	"ENSXETP00000056722.2"	""
"19887"	"ENSXETP00000000219.2"	"tcf21"
"19888"	"ENSXETP00000062673.1"	"SYNDIG1"
"19889"	"ENSXETP00000052112.3"	""
"19890"	"ENSXETP00000049739.3"	"ccdc18"
"19891"	"ENSXETP00000059629.1"	"ccdc18"
"19892"	"ENSXETP00000027915.3"	"cst7"
"19893"	"ENSXETP00000002693.3"	"cnnm2"
"19894"	"ENSXETP00000000214.3"	"eya4"
"19895"	"ENSXETP00000017674.3"	"scp2"
"19896"	"ENSXETP00000053354.2"	"ewsr1"
"19897"	"ENSXETP00000045496.1"	"ctbp1"
"19898"	"ENSXETP00000061067.1"	""
"19899"	"ENSXETP00000013809.3"	""
"19900"	"ENSXETP00000042773.3"	""
"19901"	"ENSXETP00000027907.3"	"XB-GENE-955295"
"19902"	"ENSXETP00000049742.3"	"tmed5"
"19903"	"ENSXETP00000008234.3"	"fbxo3"
"19904"	"ENSXETP00000008233.3"	"fbxo3"
"19905"	"ENSXETP00000049619.3"	"ssbp4"
"19906"	"ENSXETP00000020415.2"	"abcg5"
"19907"	"ENSXETP00000025762.1"	"pradc1"
"19908"	"ENSXETP00000046535.3"	"sppl3"
"19909"	"ENSXETP00000039248.3"	"grem1"
"19910"	"ENSXETP00000007351.3"	"leng8"
"19911"	"ENSXETP00000031095.2"	"PCLO"
"19912"	"ENSXETP00000031101.2"	"PCLO"
"19913"	"ENSXETP00000031088.3"	"PCLO"
"19914"	"ENSXETP00000039269.2"	"fmn1"
"19915"	"ENSXETP00000039279.3"	"fmn1"
"19916"	"ENSXETP00000039280.2"	"fmn1"
"19917"	"ENSXETP00000039276.2"	"fmn1"
"19918"	"ENSXETP00000046601.3"	"UBR5"
"19919"	"ENSXETP00000062096.1"	"xepsin"
"19920"	"ENSXETP00000013812.1"	"xepsin"
"19921"	"ENSXETP00000025769.3"	"glod5"
"19922"	"ENSXETP00000027917.2"	"entpd6"
"19923"	"ENSXETP00000022828.3"	"ttyh1"
"19924"	"ENSXETP00000022827.3"	"ttyh1"
"19925"	"ENSXETP00000049747.3"	"mtf2"
"19926"	"ENSXETP00000000803.3"	"plpp2"
"19927"	"ENSXETP00000063801.1"	"ugt2a1"
"19928"	"ENSXETP00000038914.3"	"ugt2a1"
"19929"	"ENSXETP00000042764.3"	"brs3"
"19930"	"ENSXETP00000002698.2"	"cnnm3"
"19931"	"ENSXETP00000061896.1"	""
"19932"	"ENSXETP00000022609.2"	"tecpr2"
"19933"	"ENSXETP00000049635.3"	""
"19934"	"ENSXETP00000025770.3"	"not"
"19935"	"ENSXETP00000062539.1"	""
"19936"	"ENSXETP00000061195.1"	""
"19937"	"ENSXETP00000059556.1"	"ANKRD39"
"19938"	"ENSXETP00000011826.3"	""
"19939"	"ENSXETP00000002701.3"	"sema4c"
"19940"	"ENSXETP00000042760.3"	"htatsf1"
"19941"	"ENSXETP00000025775.1"	"rab11fip5"
"19942"	"ENSXETP00000059311.1"	"rab11fip5"
"19943"	"ENSXETP00000062794.1"	""
"19944"	"ENSXETP00000013813.3"	"prss29"
"19945"	"ENSXETP00000048972.3"	"haus4"
"19946"	"ENSXETP00000008237.3"	""
"19947"	"ENSXETP00000049649.3"	"chchd10"
"19948"	"ENSXETP00000026829.3"	"hnf1a"
"19949"	"ENSXETP00000008239.3"	"guca1b"
"19950"	"ENSXETP00000047827.2"	""
"19951"	"ENSXETP00000060582.1"	""
"19952"	"ENSXETP00000060031.1"	""
"19953"	"ENSXETP00000031380.3"	"s1pr4"
"19954"	"ENSXETP00000000210.3"	"rps12"
"19955"	"ENSXETP00000031376.3"	"ncln"
"19956"	"ENSXETP00000022607.3"	"cinp"
"19957"	"ENSXETP00000060326.1"	"sfxn5"
"19958"	"ENSXETP00000025778.2"	"sfxn5"
"19959"	"ENSXETP00000048976.2"	"c14orf93"
"19960"	"ENSXETP00000059653.1"	""
"19961"	"ENSXETP00000062721.1"	""
"19962"	"ENSXETP00000058604.1"	""
"19963"	"ENSXETP00000035008.3"	"pfas"
"19964"	"ENSXETP00000035010.3"	"pfas"
"19965"	"ENSXETP00000059212.1"	""
"19966"	"ENSXETP00000061065.1"	""
"19967"	"ENSXETP00000032785.3"	"en1"
"19968"	"ENSXETP00000002706.3"	"cox5b.1"
"19969"	"ENSXETP00000049668.3"	"XB-GENE-5764783"
"19970"	"ENSXETP00000027937.3"	"vsx1"
"19971"	"ENSXETP00000036609.3"	"znf180"
"19972"	"ENSXETP00000030607.3"	"galnt1"
"19973"	"ENSXETP00000030603.2"	"galnt1"
"19974"	"ENSXETP00000048982.3"	"psmb5"
"19975"	"ENSXETP00000060608.1"	"MOK"
"19976"	"ENSXETP00000062425.1"	"MOK"
"19977"	"ENSXETP00000040420.3"	""
"19978"	"ENSXETP00000042759.3"	"vgll1"
"19979"	"ENSXETP00000008254.3"	""
"19980"	"ENSXETP00000038000.3"	"tmtops"
"19981"	"ENSXETP00000014808.3"	""
"19982"	"ENSXETP00000008258.3"	"shank2"
"19983"	"ENSXETP00000034239.3"	"shank2"
"19984"	"ENSXETP00000035830.2"	"gas2l1"
"19985"	"ENSXETP00000061282.1"	"hist1h2ah"
"19986"	"ENSXETP00000000209.2"	"slc18b1"
"19987"	"ENSXETP00000036603.3"	""
"19988"	"ENSXETP00000037791.2"	""
"19989"	"ENSXETP00000036598.3"	""
"19990"	"ENSXETP00000002708.2"	"purb"
"19991"	"ENSXETP00000020411.3"	"dync2li1"
"19992"	"ENSXETP00000052877.2"	"cd40lg"
"19993"	"ENSXETP00000002709.2"	"h2afv"
"19994"	"ENSXETP00000027930.2"	"acss1"
"19995"	"ENSXETP00000012957.1"	""
"19996"	"ENSXETP00000049015.3"	"psmb11"
"19997"	"ENSXETP00000063099.1"	""
"19998"	"ENSXETP00000035831.3"	"rasl10a"
"19999"	"ENSXETP00000017684.3"	"slc1a7"
"20000"	"ENSXETP00000010238.2"	"etfrf1"
"20001"	"ENSXETP00000049031.3"	"cdh24"
"20002"	"ENSXETP00000059621.1"	""
"20003"	"ENSXETP00000062334.1"	""
"20004"	"ENSXETP00000036600.3"	"vps41"
"20005"	"ENSXETP00000060519.1"	"ap1b1"
"20006"	"ENSXETP00000035832.3"	"ap1b1"
"20007"	"ENSXETP00000049679.3"	"fstl3"
"20008"	"ENSXETP00000063255.1"	""
"20009"	"ENSXETP00000038015.3"	"arhgef6"
"20010"	"ENSXETP00000059492.1"	""
"20011"	"ENSXETP00000008899.3"	"klf10"
"20012"	"ENSXETP00000043959.3"	"pde4b"
"20013"	"ENSXETP00000060919.1"	"polm"
"20014"	"ENSXETP00000056157.2"	"polm"
"20015"	"ENSXETP00000002713.2"	"polm"
"20016"	"ENSXETP00000049961.3"	"polm"
"20017"	"ENSXETP00000008894.3"	"azin1"
"20018"	"ENSXETP00000020397.3"	"plekhh2"
"20019"	"ENSXETP00000003443.2"	"plscr2"
"20020"	"ENSXETP00000049750.3"	"fam69a"
"20021"	"ENSXETP00000038871.3"	"hsd17b11"
"20022"	"ENSXETP00000022603.3"	"wdr20"
"20023"	"ENSXETP00000060049.1"	"wdr20"
"20024"	"ENSXETP00000014069.3"	""
"20025"	"ENSXETP00000046102.3"	"inpp4b"
"20026"	"ENSXETP00000017686.2"	"cpt2"
"20027"	"ENSXETP00000061450.1"	"cpt2"
"20028"	"ENSXETP00000038936.1"	"emx1.2"
"20029"	"ENSXETP00000060132.1"	"SPR"
"20030"	"ENSXETP00000049751.3"	"XB-GENE-964898"
"20031"	"ENSXETP00000038946.3"	""
"20032"	"ENSXETP00000008263.3"	"cttn"
"20033"	"ENSXETP00000008261.3"	"cttn"
"20034"	"ENSXETP00000022602.3"	"hsp90aa1.1"
"20035"	"ENSXETP00000022600.3"	"hsp90aa1.1"
"20036"	"ENSXETP00000022599.2"	"hsp90aa1.1"
"20037"	"ENSXETP00000047832.3"	""
"20038"	"ENSXETP00000023372.4"	"atp8a2"
"20039"	"ENSXETP00000049753.3"	"rpl5"
"20040"	"ENSXETP00000056703.2"	"baf-l"
"20041"	"ENSXETP00000003429.2"	"plod2"
"20042"	"ENSXETP00000018496.3"	"pygm"
"20043"	"ENSXETP00000027940.1"	"pygm"
"20044"	"ENSXETP00000011794.3"	""
"20045"	"ENSXETP00000058992.1"	"celf5"
"20046"	"ENSXETP00000031370.3"	"celf5"
"20047"	"ENSXETP00000011796.3"	""
"20048"	"ENSXETP00000011787.3"	""
"20049"	"ENSXETP00000001196.3"	""
"20050"	"ENSXETP00000000202.3"	"vnn1"
"20051"	"ENSXETP00000000198.3"	"vnn1"
"20052"	"ENSXETP00000038863.2"	"hpse"
"20053"	"ENSXETP00000038861.2"	"hpse"
"20054"	"ENSXETP00000038960.3"	""
"20055"	"ENSXETP00000062582.1"	""
"20056"	"ENSXETP00000017687.2"	"c1orf123"
"20057"	"ENSXETP00000043919.2"	"slc22a15.1"
"20058"	"ENSXETP00000050529.3"	"tex10"
"20059"	"ENSXETP00000007532.3"	"rbmx"
"20060"	"ENSXETP00000060473.1"	""
"20061"	"ENSXETP00000059881.1"	""
"20062"	"ENSXETP00000004983.3"	"PIK3R4"
"20063"	"ENSXETP00000004982.3"	"PIK3R4"
"20064"	"ENSXETP00000061110.1"	"atp6v1c1"
"20065"	"ENSXETP00000007595.3"	"atp6v1c1"
"20066"	"ENSXETP00000060986.1"	"nif3l1"
"20067"	"ENSXETP00000039406.3"	"nif3l1"
"20068"	"ENSXETP00000007529.2"	""
"20069"	"ENSXETP00000017688.3"	"magoh"
"20070"	"ENSXETP00000020383.2"	"thada"
"20071"	"ENSXETP00000036596.3"	"nodal5"
"20072"	"ENSXETP00000039413.2"	"ppil3"
"20073"	"ENSXETP00000002716.1"	"mat2a"
"20074"	"ENSXETP00000050561.3"	"tgfbr1"
"20075"	"ENSXETP00000061396.1"	""
"20076"	"ENSXETP00000017690.3"	"lrp8"
"20077"	"ENSXETP00000049754.3"	"evi5"
"20078"	"ENSXETP00000059796.1"	"evi5"
"20079"	"ENSXETP00000043944.3"	""
"20080"	"ENSXETP00000004670.3"	""
"20081"	"ENSXETP00000056989.2"	"ptpn23"
"20082"	"ENSXETP00000043914.3"	"ptpn23"
"20083"	"ENSXETP00000061418.1"	""
"20084"	"ENSXETP00000054458.2"	"sgip1"
"20085"	"ENSXETP00000036593.3"	"nodal6"
"20086"	"ENSXETP00000039415.3"	""
"20087"	"ENSXETP00000042968.3"	""
"20088"	"ENSXETP00000063968.1"	"il15"
"20089"	"ENSXETP00000058458.1"	"DYNC1H1"
"20090"	"ENSXETP00000039239.3"	"arrdc3"
"20091"	"ENSXETP00000017859.1"	""
"20092"	"ENSXETP00000062885.1"	""
"20093"	"ENSXETP00000008270.3"	"ppfia1"
"20094"	"ENSXETP00000008265.3"	"ppfia1"
"20095"	"ENSXETP00000036588.3"	"fgfr1"
"20096"	"ENSXETP00000031363.3"	"hsd11b1l"
"20097"	"ENSXETP00000021027.2"	"znf330"
"20098"	"ENSXETP00000032726.3"	"znf330"
"20099"	"ENSXETP00000010679.2"	"map1b"
"20100"	"ENSXETP00000002717.3"	"ggcx"
"20101"	"ENSXETP00000061613.1"	"ggcx"
"20102"	"ENSXETP00000027942.3"	"abhd12"
"20103"	"ENSXETP00000007523.3"	"gpr101"
"20104"	"ENSXETP00000063930.1"	""
"20105"	"ENSXETP00000010688.3"	""
"20106"	"ENSXETP00000003422.2"	"c3orf58"
"20107"	"ENSXETP00000052876.2"	"zic3"
"20108"	"ENSXETP00000050574.3"	"sdha"
"20109"	"ENSXETP00000026401.3"	"sdha"
"20110"	"ENSXETP00000020367.2"	"zfp36l2"
"20111"	"ENSXETP00000003421.3"	"slc9a9"
"20112"	"ENSXETP00000061535.1"	"haao"
"20113"	"ENSXETP00000034366.3"	"haao"
"20114"	"ENSXETP00000059855.1"	"TMEM150C"
"20115"	"ENSXETP00000061266.1"	""
"20116"	"ENSXETP00000060734.1"	""
"20117"	"ENSXETP00000012361.3"	"krt18"
"20118"	"ENSXETP00000063318.1"	"fgf13"
"20119"	"ENSXETP00000007522.3"	"fgf13"
"20120"	"ENSXETP00000002119.3"	"fgf13"
"20121"	"ENSXETP00000008881.3"	"fzd6"
"20122"	"ENSXETP00000035834.3"	"nefh"
"20123"	"ENSXETP00000014348.2"	"armc6"
"20124"	"ENSXETP00000027523.3"	"enoph1"
"20125"	"ENSXETP00000061488.1"	"enoph1"
"20126"	"ENSXETP00000049757.3"	"gfi1"
"20127"	"ENSXETP00000010691.3"	"dgkq"
"20128"	"ENSXETP00000008873.3"	"cthrc1"
"20129"	"ENSXETP00000035835.3"	"thoc5"
"20130"	"ENSXETP00000025349.3"	"nr2f1"
"20131"	"ENSXETP00000004976.3"	"atp2c1"
"20132"	"ENSXETP00000023383.3"	"shisa2"
"20133"	"ENSXETP00000062523.1"	""
"20134"	"ENSXETP00000027944.3"	"uqcc2"
"20135"	"ENSXETP00000023386.2"	"nup58"
"20136"	"ENSXETP00000023387.3"	"nup58"
"20137"	"ENSXETP00000023388.3"	"nup58"
"20138"	"ENSXETP00000008840.3"	""
"20139"	"ENSXETP00000049759.3"	"rpap2"
"20140"	"ENSXETP00000056696.2"	"gins1"
"20141"	"ENSXETP00000063036.1"	"rnf150"
"20142"	"ENSXETP00000058021.2"	"arpc2"
"20143"	"ENSXETP00000047870.2"	"chst2"
"20144"	"ENSXETP00000025347.2"	"fam172a"
"20145"	"ENSXETP00000063866.1"	"fam172a"
"20146"	"ENSXETP00000031355.3"	"slc25a42"
"20147"	"ENSXETP00000025568.3"	"glis1"
"20148"	"ENSXETP00000059423.1"	"u2surp"
"20149"	"ENSXETP00000047875.3"	"u2surp"
"20150"	"ENSXETP00000030452.3"	"rdx"
"20151"	"ENSXETP00000008855.3"	"slc25a32"
"20152"	"ENSXETP00000049760.3"	"glmn"
"20153"	"ENSXETP00000064009.1"	"KCNG3"
"20154"	"ENSXETP00000002719.3"	"rnf181"
"20155"	"ENSXETP00000017696.3"	"ndc1"
"20156"	"ENSXETP00000032652.3"	"tbc1d9"
"20157"	"ENSXETP00000032664.2"	"tbc1d9"
"20158"	"ENSXETP00000007509.3"	"f9"
"20159"	"ENSXETP00000027520.2"	"hnrnpdl"
"20160"	"ENSXETP00000050582.3"	"ccdc127"
"20161"	"ENSXETP00000034231.2"	"cox7a2l"
"20162"	"ENSXETP00000029352.3"	""
"20163"	"ENSXETP00000010697.3"	"mfsd7"
"20164"	"ENSXETP00000058702.1"	"eml4"
"20165"	"ENSXETP00000013206.3"	"eml4"
"20166"	"ENSXETP00000031381.3"	""
"20167"	"ENSXETP00000012336.3"	"tns1"
"20168"	"ENSXETP00000012347.3"	"tns1"
"20169"	"ENSXETP00000031352.3"	"tmem161a"
"20170"	"ENSXETP00000031353.3"	"tmem161a"
"20171"	"ENSXETP00000030454.2"	"fdx1"
"20172"	"ENSXETP00000029347.3"	"slf1"
"20173"	"ENSXETP00000030456.3"	"arhgap20"
"20174"	"ENSXETP00000055241.2"	"arhgap20"
"20175"	"ENSXETP00000030455.3"	"arhgap20"
"20176"	"ENSXETP00000002721.2"	"tmem150a"
"20177"	"ENSXETP00000043908.3"	"scap"
"20178"	"ENSXETP00000061599.1"	"scap"
"20179"	"ENSXETP00000023390.2"	"mtmr6"
"20180"	"ENSXETP00000008850.2"	"dcaf13"
"20181"	"ENSXETP00000029338.3"	"mctp1"
"20182"	"ENSXETP00000052594.2"	"mctp1"
"20183"	"ENSXETP00000054756.1"	"c2orf68"
"20184"	"ENSXETP00000002727.3"	"usp39"
"20185"	"ENSXETP00000049770.3"	"btbd8"
"20186"	"ENSXETP00000032834.3"	"rbm28"
"20187"	"ENSXETP00000060542.1"	"rbm28"
"20188"	"ENSXETP00000008273.3"	"fadd"
"20189"	"ENSXETP00000061211.1"	"ccnd1"
"20190"	"ENSXETP00000008274.2"	"ccnd1"
"20191"	"ENSXETP00000027494.2"	"hnrnpd"
"20192"	"ENSXETP00000062709.1"	"RNF17"
"20193"	"ENSXETP00000058879.1"	"RNF17"
"20194"	"ENSXETP00000059189.1"	"RNF17"
"20195"	"ENSXETP00000010700.3"	"pcgf3"
"20196"	"ENSXETP00000039704.3"	"mcf2"
"20197"	"ENSXETP00000022564.3"	"ppp2r5c"
"20198"	"ENSXETP00000049775.3"	"ephx4"
"20199"	"ENSXETP00000035836.2"	"nipsnap1"
"20200"	"ENSXETP00000001993.3"	""
"20201"	"ENSXETP00000049781.3"	"brdt"
"20202"	"ENSXETP00000004971.3"	"aste1"
"20203"	"ENSXETP00000008820.2"	""
"20204"	"ENSXETP00000047879.2"	"flot2"
"20205"	"ENSXETP00000062391.1"	""
"20206"	"ENSXETP00000022340.3"	""
"20207"	"ENSXETP00000058576.1"	""
"20208"	"ENSXETP00000062669.1"	"amer2"
"20209"	"ENSXETP00000043196.3"	"yipf1"
"20210"	"ENSXETP00000031350.3"	"tm6sf2"
"20211"	"ENSXETP00000015554.3"	"cplx1"
"20212"	"ENSXETP00000013201.3"	"pkdcc.2"
"20213"	"ENSXETP00000061566.1"	"nek11"
"20214"	"ENSXETP00000062244.1"	""
"20215"	"ENSXETP00000030049.3"	"eif4a3"
"20216"	"ENSXETP00000027482.3"	"rasgef1b"
"20217"	"ENSXETP00000030461.3"	"cenpj"
"20218"	"ENSXETP00000029323.2"	"fam81b"
"20219"	"ENSXETP00000060596.1"	""
"20220"	"ENSXETP00000015559.2"	"gne"
"20221"	"ENSXETP00000060293.1"	"begain"
"20222"	"ENSXETP00000039172.3"	""
"20223"	"ENSXETP00000030464.3"	""
"20224"	"ENSXETP00000032823.3"	"tnpo3"
"20225"	"ENSXETP00000059466.1"	""
"20226"	"ENSXETP00000029315.3"	"ttc37"
"20227"	"ENSXETP00000040859.2"	"hspb11"
"20228"	"ENSXETP00000013172.3"	""
"20229"	"ENSXETP00000005374.3"	"wdr25"
"20230"	"ENSXETP00000064003.1"	"wdr25"
"20231"	"ENSXETP00000002730.2"	"pax8"
"20232"	"ENSXETP00000062938.1"	"lrrc42"
"20233"	"ENSXETP00000043212.3"	"lrrc42"
"20234"	"ENSXETP00000003885.3"	"mrpl3"
"20235"	"ENSXETP00000002083.3"	""
"20236"	"ENSXETP00000008821.2"	"rims2"
"20237"	"ENSXETP00000031347.3"	"hapln4"
"20238"	"ENSXETP00000053343.2"	"nf2"
"20239"	"ENSXETP00000005375.2"	"wars"
"20240"	"ENSXETP00000059303.1"	"wars"
"20241"	"ENSXETP00000032640.3"	"ucp1"
"20242"	"ENSXETP00000061882.1"	"ucp1"
"20243"	"ENSXETP00000031341.3"	"ncan"
"20244"	"ENSXETP00000062102.1"	"ncan"
"20245"	"ENSXETP00000002106.3"	"nadsyn1"
"20246"	"ENSXETP00000006221.3"	""
"20247"	"ENSXETP00000008804.3"	"dcstamp"
"20248"	"ENSXETP00000008802.3"	"dpys"
"20249"	"ENSXETP00000059827.1"	""
"20250"	"ENSXETP00000043898.3"	""
"20251"	"ENSXETP00000005665.3"	""
"20252"	"ENSXETP00000043695.3"	""
"20253"	"ENSXETP00000063177.1"	"LDLRAD1"
"20254"	"ENSXETP00000043214.3"	"tmem59"
"20255"	"ENSXETP00000062263.1"	"clta"
"20256"	"ENSXETP00000015567.3"	"clta"
"20257"	"ENSXETP00000032816.2"	"irf5"
"20258"	"ENSXETP00000060198.1"	"bcas2"
"20259"	"ENSXETP00000043895.2"	"bcas2"
"20260"	"ENSXETP00000003889.3"	"cpne4"
"20261"	"ENSXETP00000030069.3"	"atl2"
"20262"	"ENSXETP00000049788.3"	"tgfbr3"
"20263"	"ENSXETP00000005101.3"	"letm2"
"20264"	"ENSXETP00000002734.3"	"psd4"
"20265"	"ENSXETP00000002733.3"	"psd4"
"20266"	"ENSXETP00000056403.2"	"nr2c2ap"
"20267"	"ENSXETP00000039647.2"	"atp11c"
"20268"	"ENSXETP00000059225.1"	"elmod2"
"20269"	"ENSXETP00000032628.3"	"elmod2"
"20270"	"ENSXETP00000061633.1"	"SEPHS2"
"20271"	"ENSXETP00000002737.2"	"il1b"
"20272"	"ENSXETP00000014349.1"	"nans"
"20273"	"ENSXETP00000028571.2"	"rfxank"
"20274"	"ENSXETP00000027463.2"	"ptpn13"
"20275"	"ENSXETP00000043216.3"	"tceanc2"
"20276"	"ENSXETP00000032786.3"	"kcp"
"20277"	"ENSXETP00000063641.1"	"kcp"
"20278"	"ENSXETP00000063335.1"	"kcp"
"20279"	"ENSXETP00000005378.3"	"slc25a47"
"20280"	"ENSXETP00000022271.3"	"cabp7"
"20281"	"ENSXETP00000035838.1"	"cabp7"
"20282"	"ENSXETP00000058374.1"	"ndufb10"
"20283"	"ENSXETP00000043894.3"	"ndufb10"
"20284"	"ENSXETP00000054753.2"	"NSD3"
"20285"	"ENSXETP00000033237.3"	"NSD3"
"20286"	"ENSXETP00000063390.1"	"ikbkg"
"20287"	"ENSXETP00000056401.2"	"sugp1"
"20288"	"ENSXETP00000003902.3"	"dnajc13"
"20289"	"ENSXETP00000013164.3"	"rcor3"
"20290"	"ENSXETP00000021032.3"	"rcor3"
"20291"	"ENSXETP00000014345.2"	"trim14"
"20292"	"ENSXETP00000053339.2"	"zmat5"
"20293"	"ENSXETP00000049791.3"	"cdc7"
"20294"	"ENSXETP00000061203.1"	"cdcp2"
"20295"	"ENSXETP00000033115.3"	"cdcp2"
"20296"	"ENSXETP00000030114.1"	"polr1b"
"20297"	"ENSXETP00000008794.3"	"lrp12"
"20298"	"ENSXETP00000041119.3"	"nt5dc4"
"20299"	"ENSXETP00000053338.1"	"uqcr10"
"20300"	"ENSXETP00000058405.1"	""
"20301"	"ENSXETP00000012312.1"	""
"20302"	"ENSXETP00000014343.2"	"rnf38"
"20303"	"ENSXETP00000035842.2"	"ascc2"
"20304"	"ENSXETP00000059062.1"	"ascc2"
"20305"	"ENSXETP00000058525.1"	"igfbp5"
"20306"	"ENSXETP00000043000.3"	"igfbp5"
"20307"	"ENSXETP00000042997.3"	"igfbp5"
"20308"	"ENSXETP00000029314.3"	"arsk"
"20309"	"ENSXETP00000005379.3"	"slc25a29"
"20310"	"ENSXETP00000014241.4"	"zfpm2"
"20311"	"ENSXETP00000058835.1"	"G6PD"
"20312"	"ENSXETP00000043218.3"	"mrpl37"
"20313"	"ENSXETP00000061380.1"	""
"20314"	"ENSXETP00000014232.2"	"OXR1"
"20315"	"ENSXETP00000014229.3"	"OXR1"
"20316"	"ENSXETP00000014231.3"	"OXR1"
"20317"	"ENSXETP00000002112.2"	"nadsyn1"
"20318"	"ENSXETP00000033236.3"	"plpp5"
"20319"	"ENSXETP00000059567.1"	""
"20320"	"ENSXETP00000005380.2"	"yy1"
"20321"	"ENSXETP00000029306.3"	"rfesd"
"20322"	"ENSXETP00000032624.3"	"mgat4a"
"20323"	"ENSXETP00000061646.1"	""
"20324"	"ENSXETP00000054213.2"	"atp6v1f"
"20325"	"ENSXETP00000063536.1"	"ssbp3"
"20326"	"ENSXETP00000043221.3"	"ssbp3"
"20327"	"ENSXETP00000060060.1"	"ssbp3"
"20328"	"ENSXETP00000049622.3"	"ssbp3"
"20329"	"ENSXETP00000029304.3"	"rhobtb3"
"20330"	"ENSXETP00000032738.3"	"flnc"
"20331"	"ENSXETP00000042987.2"	"igfbp2"
"20332"	"ENSXETP00000060871.1"	"igfbp2"
"20333"	"ENSXETP00000055480.1"	"glrx"
"20334"	"ENSXETP00000063170.1"	""
"20335"	"ENSXETP00000059299.1"	""
"20336"	"ENSXETP00000005383.2"	"degs2"
"20337"	"ENSXETP00000041138.3"	"slc20a1"
"20338"	"ENSXETP00000029134.3"	"ell2"
"20339"	"ENSXETP00000058524.1"	"mau2"
"20340"	"ENSXETP00000028584.2"	"mau2"
"20341"	"ENSXETP00000061046.1"	"MGC147242"
"20342"	"ENSXETP00000064075.1"	"nanp"
"20343"	"ENSXETP00000030086.2"	"nanp"
"20344"	"ENSXETP00000063326.1"	"nanp"
"20345"	"ENSXETP00000039627.1"	"arhgap35"
"20346"	"ENSXETP00000005388.3"	"evl"
"20347"	"ENSXETP00000005384.3"	"evl"
"20348"	"ENSXETP00000005672.3"	"zmym2"
"20349"	"ENSXETP00000005674.3"	"zmym2"
"20350"	"ENSXETP00000014336.3"	"melk"
"20351"	"ENSXETP00000014334.2"	"melk"
"20352"	"ENSXETP00000033234.3"	"ddhd2"
"20353"	"ENSXETP00000003907.3"	"topbp1"
"20354"	"ENSXETP00000030140.2"	"ttl"
"20355"	"ENSXETP00000039622.3"	"ap2s1"
"20356"	"ENSXETP00000058696.1"	"slc1a5"
"20357"	"ENSXETP00000039621.3"	"slc1a5"
"20358"	"ENSXETP00000027450.2"	"slc10a6"
"20359"	"ENSXETP00000058712.1"	""
"20360"	"ENSXETP00000028860.2"	""
"20361"	"ENSXETP00000035864.3"	"mtmr3"
"20362"	"ENSXETP00000049877.3"	"fam3a"
"20363"	"ENSXETP00000010730.3"	""
"20364"	"ENSXETP00000014228.2"	"abra"
"20365"	"ENSXETP00000010702.3"	""
"20366"	"ENSXETP00000014224.3"	"XB-GENE-980117"
"20367"	"ENSXETP00000061406.1"	"fam47e"
"20368"	"ENSXETP00000041146.3"	"mrps24"
"20369"	"ENSXETP00000029102.3"	"pcsk1"
"20370"	"ENSXETP00000030096.3"	""
"20371"	"ENSXETP00000062129.1"	"gatad2a"
"20372"	"ENSXETP00000028597.3"	"gatad2a"
"20373"	"ENSXETP00000033235.3"	""
"20374"	"ENSXETP00000003918.2"	"cdv3"
"20375"	"ENSXETP00000062480.1"	"cdv3"
"20376"	"ENSXETP00000041159.3"	"camk2b"
"20377"	"ENSXETP00000041162.3"	"camk2b"
"20378"	"ENSXETP00000014170.3"	"camk2b"
"20379"	"ENSXETP00000039606.3"	"fkrp"
"20380"	"ENSXETP00000033229.3"	""
